40 BUCHANAN STREET,Seismic Retrofitted,37.770240666781,-122.426373857726,
1041 LEAVENWORTH STREET,Non-Compliant,37.790741629471,-122.415881517864,
545 BRODERICK STREET,Non-Compliant,37.775341506048,-122.439889666385,
1421 10TH AVENUE,Non-Compliant,37.761676887221,-122.467548055762,
2101 BAKER STREET,Seismic Retrofitted,37.79053178776,-122.444560852108,
2207 CABRILLO STREET,Seismic Retrofitted,37.774376529463,-122.482480279732,
2845 SAN BRUNO AVENUE,Non-Compliant,37.725967269566,-122.402623806169,
1082 PINE STREET,Seismic Retrofitted,37.790708745355,-122.413641462483,
1720 BALBOA STREET,Non-Compliant,37.77686466186,-122.47751146373,
370 18TH AVENUE,Seismic Retrofitted,37.78106576362,-122.47695288471,
138 DOWNEY STREET,Seismic Retrofitted,37.766353541097,-122.446825960277,
5411 DIAMOND HEIGHTS BOULEVARD,Seismic Retrofitted,37.74101172282,-122.4352033749,
5029 GEARY BOULEVARD,Seismic Retrofitted,37.780305258004,-122.473398307746,
1230 WASHINGTON STREET,Seismic Retrofitted,37.794513127805,-122.413765038025,
15 SAN ANTONIO PL,Seismic Retrofitted,37.799302431542,-122.406357955549,
4232 JUDAH STREET,Seismic Retrofitted,37.760594551837,-122.507679102234,
400 BRODERICK STREET,Seismic Retrofitted,37.774011649673,-122.43900360596,yes
3300 CLAY STREET,Non-Compliant,37.789273308674,-122.447405366047,
500 HAIGHT STREET,Seismic Retrofitted,37.772276300514,-122.430843859315,yes
1531 CLAY STREET,Seismic Retrofitted,37.792477968283,-122.418269147661,
1020 UNION STREET,Seismic Retrofitted,37.800030062337,-122.416271336748,
2755 WEBSTER STREET,Seismic Retrofitted,37.796161692254,-122.433922664331,
3653 24TH STREET,Non-Compliant,37.751691112775,-122.424255366367,
1200 FRANCISCO STREET,Seismic Retrofitted,37.803303450755,-122.42537338806,
541 STEINER STREET,Seismic Retrofitted,37.774308888417,-122.432847652215,
4260 MISSION STREET,Non-Compliant,37.729264854696,-122.431150944377,
962 GREENWICH STREET,Seismic Retrofitted,37.801839691045,-122.415564081498,
1335 CLAY STREET,Non-Compliant,37.792912126572,-122.415127179586,
618 FELL STREET,Seismic Retrofitted,37.775513551754,-122.428269746246,
830 STANYAN  STREET,Seismic Retrofitted,37.766886984586,-122.452697748833,
445 OCTAVIA STREET,Seismic Retrofitted,37.776393384499,-122.424756057371,
410 15TH AVENUE,Non-Compliant,37.78031788533,-122.473748173728,
401 UNION STREET,Seismic Retrofitted,37.800618416234,-122.406128522996,
1965 PAGE STREET,Seismic Retrofitted,37.76989564826,-122.453075593119,
261 27TH AVENUE,Seismic Retrofitted,37.784473700051,-122.487530263192,
3185 SAN JOSE AVENUE,Non-Compliant,37.708477334283,-122.45839470278,
969 VALENCIA STREET,Seismic Retrofitted,37.757415494938,-122.420868810834,
814 CALIFORNIA STREET,Seismic Retrofitted,37.792416501788,-122.408001843647,
483 22ND AVENUE,Seismic Retrofitted,37.778548886895,-122.481619958951,
2526 VAN NESS AVENUE,Seismic Retrofitted,37.799011431667,-122.423667178139,
3350 16TH STREET,Non-Compliant,37.764769486632,-122.427739289845,
225 DUBOCE AVENUE,Non-Compliant,37.769467999698,-122.425108617692,
2760 SUTTER STREET,Seismic Retrofitted,37.784733739867,-122.445895492645,
2 LUPINE AVENUE,Seismic Retrofitted,37.784020904433,-122.449718722877,
160 PIERCE STREET,Seismic Retrofitted,37.771480840354,-122.433517520868,yes
1249 18TH AVENUE,Seismic Retrofitted,37.764543006178,-122.476449059099,
349 PIERCE STREET,Seismic Retrofitted,37.773354696435,-122.434375712238,
1499 CALIFORNIA STREET,Seismic Retrofitted,37.790608003342,-122.418726495368,
70 PARKRIDGE DRIVE,Seismic Retrofitted,37.752348360166,-122.445659782615,
874 FELL STREET,Non-Compliant,37.774972070264,-122.432298037252,
1400 HYDE STREET,Seismic Retrofitted,37.793826865628,-122.417687901273,
10 CAPRA WY,Seismic Retrofitted,37.802956229598,-122.439173946373,
65 EDWARD STREET,Seismic Retrofitted,37.777850980639,-122.458050389867,
566 VALLEJO STREET,Seismic Retrofitted,37.799346042431,-122.406734918806,
1 ANZAVISTA AVENUE,Seismic Retrofitted,37.779604720807,-122.442056350137,
771 09TH AVENUE,Seismic Retrofitted,37.773898445921,-122.467319485417,
500 BUCHANAN STREET,Seismic Retrofitted,37.774597542759,-122.427382446137,
2265 MISSION STREET,Seismic Retrofitted,37.760796183345,-122.418904134025,yes
890 PAGE STREET,Seismic Retrofitted,37.772577791846,-122.435335753916,yes
766 UNION STREET,Seismic Retrofitted,37.800379401323,-122.41197383032,
859 VALLEJO STREET,Seismic Retrofitted,37.79808628004,-122.411304836677,
1810 BUSH STREET,Seismic Retrofitted,37.788058209461,-122.427578453369,
1126 TAYLOR STREET,Seismic Retrofitted,37.792930978937,-122.41247028658,
220 16TH AVENUE,Seismic Retrofitted,37.783933242141,-122.474989633194,
835 FULTON STREET,Seismic Retrofitted,37.777549008336,-122.430508124858,
201 DOLORES STREET,Seismic Retrofitted,37.7661591042,-122.426146831213,yes
84 HARRIET STREET,Seismic Retrofitted,37.77821725396,-122.406608617836,yes
2128 VAN NESS AVENUE,Seismic Retrofitted,37.795278550004,-122.422860348961,
1237 CHESTNUT STREET,Seismic Retrofitted,37.802156739639,-122.423736748243,
55 DOLORES STREET,Seismic Retrofitted,37.768312282401,-122.426284444207,
2245 SACRAMENTO STREET,Seismic Retrofitted,37.790079080739,-122.429942904267,
2801 SACRAMENTO STREET,Seismic Retrofitted,37.789029297181,-122.439195192065,
1405 15TH STREET,Non-Compliant,37.766677772526,-122.416006291194,
270 27TH AVENUE,Seismic Retrofitted,37.784354558006,-122.486863040288,
3600 21ST STREET,Seismic Retrofitted,37.756716733107,-122.42824374102,
290 MIRAMAR AVENUE,Seismic Retrofitted,37.724007898795,-122.458025944175,
1351 NOE STREET,Seismic Retrofitted,37.747201088571,-122.431270694403,
1030 JACKSON STREET,Seismic Retrofitted,37.795499726989,-122.412127488126,
2400 17TH AVENUE,Non-Compliant,37.74290453611,-122.473359867455,
3125 TURK BOULEVARD,Seismic Retrofitted,37.777002168346,-122.45733511713,
388 05TH STREET,Seismic Retrofitted,37.779077929587,-122.402286433684,yes
1720 MISSION STREET,Seismic Retrofitted,37.769538671077,-122.420416605642,yes
1029 HYDE STREET,Seismic Retrofitted,37.790424302181,-122.417615959162,
1229 FRANCISCO STREET,Seismic Retrofitted,37.802828903002,-122.425687316281,
1818 15TH STREET,Seismic Retrofitted,37.766598123312,-122.424812299202,yes
1734 GREAT HY,Seismic Retrofitted,37.754014679911,-122.508286472497,
642 CENTRAL AVENUE,Seismic Retrofitted,37.775760670387,-122.444509467042,
519 28TH AVENUE,Seismic Retrofitted,37.779452748502,-122.488238301333,
667 CASTRO STREET,Non-Compliant,37.758289064361,-122.434399315464,
2200 TURK BOULEVARD,Non-Compliant,37.779096117852,-122.44547148018,
495 27TH AVENUE,Seismic Retrofitted,37.780292383594,-122.487122252197,
1364 PAGE STREET,Non-Compliant,37.771685129231,-122.443277377688,
569 ARGUELLO STREET,Seismic Retrofitted,37.779875254356,-122.459156720096,
141 LEXINGTON STREET,Seismic Retrofitted,37.761062373604,-122.420538974364,yes
25 SHARON STREET,Seismic Retrofitted,37.765616633129,-122.429588405146,
927 ALABAMA STREET,Seismic Retrofitted,37.756953710232,-122.411095697827,yes
99 LUPINE AVENUE,Seismic Retrofitted,37.783796337025,-122.447647007179,
1415 CLAY STREET,Non-Compliant,37.792815758616,-122.416393548763,
357 VALLEJO STREET,Seismic Retrofitted,37.799058777877,-122.40337936462,
562 06TH AVENUE,Non-Compliant,37.777958944497,-122.46373333345,
1534 CALIFORNIA STREET,Seismic Retrofitted,37.791014469983,-122.419815938468,
1814 FELL STREET,Seismic Retrofitted,37.772987886921,-122.447900282629,
115 DUBOCE AVENUE,Seismic Retrofitted,37.76960494659,-122.4228422331,yes
1465 VALLEJO STREET,Seismic Retrofitted,37.796765970349,-122.42129890246,
1329 GROVE STREET,Non-Compliant,37.775561816022,-122.438593902904,
2925 BUCHANAN STREET,Seismic Retrofitted,37.796960365029,-122.432333495706,
835 TREAT AVENUE,Seismic Retrofitted,37.75670780794,-122.413067587809,
3172 24TH STREET,Seismic Retrofitted,37.752612999453,-122.415755737408,
20 OSCEOLA CT,Non-Compliant,37.731901197669,-122.383008018709,
11 NAGLEE AVENUE,Seismic Retrofitted,37.711647459752,-122.446491417064,
2211 CASTRO STREET,Seismic Retrofitted,37.743784238624,-122.433035191203,
241 10TH AVENUE,Seismic Retrofitted,37.783770956622,-122.469104868118,
720 ASHBURY STREET,Seismic Retrofitted,37.768356620795,-122.446303058151,
130 BEMIS STREET,Seismic Retrofitted,37.737305700254,-122.43193024549,
1499 UNION STREET,Seismic Retrofitted,37.798461966096,-122.423526138881,
1519 OAK STREET,Seismic Retrofitted,37.77199142915,-122.444394789333,
2144 GROVE STREET,Seismic Retrofitted,37.774405439494,-122.452009003013,
1021 OAK STREET,Seismic Retrofitted,37.773001662516,-122.436220725186,yes
726 GREEN STREET,Seismic Retrofitted,37.79945205517,-122.411221721461,
1233 ARGUELLO BOULEVARD,Non-Compliant,37.765558558504,-122.458109115011,
1050 STANYAN STREET,Non-Compliant,37.764734083477,-122.452320395973,
2136 SCOTT STREET,Seismic Retrofitted,37.789881160781,-122.438920931223,
101 SANCHEZ STREET,Seismic Retrofitted,37.767457346411,-122.430822055524,yes
909 HAIGHT STREET,Seismic Retrofitted,37.771041422195,-122.437271374424,
129 JULIAN AVENUE,Seismic Retrofitted,37.766061035862,-122.420755637811,
1055 MASON STREET,Seismic Retrofitted,37.793467138934,-122.411358491927,
1565 JACKSON STREET,Seismic Retrofitted,37.793970949841,-122.420695789612,
1315 PAGE STREET,Seismic Retrofitted,37.771296294641,-122.442484509753,
1466 WALLER STREET,Non-Compliant,37.769216438233,-122.447880242778,
1535 JACKSON STREET,Non-Compliant,37.79399945816,-122.42036343887,
2595 43RD AVENUE,Non-Compliant,37.738430305762,-122.5013361152,
223 GUERRERO STREET,Non-Compliant,37.767610694232,-122.424002312271,yes
156 TERRA VISTA AVENUE,Seismic Retrofitted,37.781311341736,-122.444656428506,
1720 IRVING STREET,Seismic Retrofitted,37.76383920258,-122.476503878148,
337 WEBSTER STREET,Non-Compliant,37.773744926505,-122.429386708943,
3939 20TH STREET,Seismic Retrofitted,37.757790346662,-122.428931058206,
387 UNION STREET,Non-Compliant,37.800727692703,-122.405816158187,
207 VALENCIA STREET,Seismic Retrofitted,37.769619905604,-122.422059170874,yes
1207 CHESTNUT STREET,Non-Compliant,37.802283382659,-122.423341791948,
30 WHITFIELD CT,Seismic Retrofitted,37.731208461866,-122.382841870388,
2323 LARKIN STREET,Seismic Retrofitted,37.799259047297,-122.421037443718,
2330 17TH STREET,Non-Compliant,37.764668446719,-122.40709211023,
1625 LARKIN STREET,Seismic Retrofitted,37.792952000166,-122.419798574149,
1930 FRANKLIN STREET,Seismic Retrofitted,37.79245861357,-122.424078946682,
949 CAPP STREET,Non-Compliant,37.751434238671,-122.416963253178,
1556 TAYLOR STREET,Seismic Retrofitted,37.796811846116,-122.413168796825,
390 ARGUELLO BOULEVARD,Seismic Retrofitted,37.784091028088,-122.458739200482,
930 PACIFIC AVENUE,Seismic Retrofitted,37.7965974784,-122.410622839299,
185 ARBOR STREET,Seismic Retrofitted,37.737123481706,-122.437824831894,
3700 16TH STREET,Non-Compliant,37.764263228739,-122.435605702581,
201 MORAGA STREET,Seismic Retrofitted,37.756465846811,-122.464952225483,
1901 BEACH STREET,Seismic Retrofitted,37.803799025566,-122.440424688581,
65 LIBERTY STREET,Seismic Retrofitted,37.757373022068,-122.422599233393,
180 07TH AVENUE,Seismic Retrofitted,37.785144517891,-122.465475445475,
1600 GOLDEN GATE AVENUE,Seismic Retrofitted,37.779132930151,-122.437130839855,
196 ARGUELLO BOULEVARD,Seismic Retrofitted,37.786802864383,-122.458899450678,
1508 MCALLISTER STREET,Seismic Retrofitted,37.778180801346,-122.437030351786,
1360 GREEN STREET,Seismic Retrofitted,37.798178206997,-122.421559670124,
324 PENNSYLVANIA AVENUE,Seismic Retrofitted,37.762196991447,-122.393887947692,
3554 17TH STREET,Non-Compliant,37.763338139475,-122.425128343849,
501 GROVE STREET,Seismic Retrofitted,37.77741991935,-122.424990210743,
1685 CHESTNUT STREET,Seismic Retrofitted,37.801215200063,-122.430860117963,
620 GUERRERO STREET,Seismic Retrofitted,37.761163202174,-122.424072434224,yes
1625 CHESTNUT STREET,Seismic Retrofitted,37.801388186635,-122.429954202019,
2028 TARAVAL STREET,Seismic Retrofitted,37.742755028342,-122.488028878257,
